GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
FRED	FBgn0051774	FBtr0308127	FBpp0300449		A0A023GPK8
SPN88EA	FBgn0028984	FBtr0083141	FBpp0082595	Q9VFC2
SPN88EA	FBgn0028984	FBtr0083142	FBpp0082596	Q9VFC2
CG32319	FBgn0052319	FBtr0072714	FBpp0072598		Q8IRH2
CG34430	FBgn0085459	FBtr0112731	FBpp0111643		A8DY63
HALO	FBgn0001174	FBtr0114554	FBpp0113046		F3YDJ3
HALO	FBgn0001174	FBtr0114554	FBpp0113046		Q8SYZ9
HALO	FBgn0001174	FBtr0114554	FBpp0113046		B7YZU6
CG8569	FBgn0033752	FBtr0087940	FBpp0087051		Q7K264
GODZILLA	FBgn0037442	FBtr0081722	FBpp0081219		Q9VI20
GODZILLA	FBgn0037442	FBtr0113198	FBpp0112110		Q3KN42
GODZILLA	FBgn0037442	FBtr0113198	FBpp0112110		Q8T089
GODZILLA	FBgn0037442	FBtr0113198	FBpp0112110		Q9VI20
GODZILLA	FBgn0037442	FBtr0081720	FBpp0081217		Q9VI20
GODZILLA	FBgn0037442	FBtr0081721	FBpp0081218		Q9VI20
CG1951	FBgn0039623	FBtr0085342	FBpp0084711		Q9VAR0
CG34436	FBgn0085465	FBtr0112737	FBpp0111649		F3YDP9
CG34436	FBgn0085465	FBtr0112737	FBpp0111649		F3YDP7
CG34436	FBgn0085465	FBtr0112737	FBpp0111649		A8JRE8
SWI2	FBgn0034262	FBtr0086889	FBpp0086049	Q8SXT3	F0JAN5
CG1271	FBgn0035392	FBtr0072989	FBpp0072859		Q8IGI3
CG1271	FBgn0035392	FBtr0072989	FBpp0072859		Q7KV84
CG1271	FBgn0035392	FBtr0072986	FBpp0072856		Q8I939
CG1271	FBgn0035392	FBtr0072988	FBpp0072858		Q7YTX2
CG1271	FBgn0035392	FBtr0072988	FBpp0072858		Q8I940
CG1271	FBgn0035392	FBtr0072987	FBpp0072857		Q8I939
CG1271	FBgn0035392	FBtr0072987	FBpp0072857		Q9VZV9
CG11353	FBgn0035557	FBtr0073309	FBpp0073165		Q9VZA7
CG11353	FBgn0035557	FBtr0073308	FBpp0073164		Q9VZA7
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6R2
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6Q6
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6R6
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		O76553
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6R7
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6S5
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6Q2
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		F6J6R4
AG5R2	FBgn0020508	FBtr0073938	FBpp0073755		Q9VY19
INO80	FBgn0086613	FBtr0083771	FBpp0083185	Q9VDY1	D5A7N2
INO80	FBgn0086613	FBtr0083771	FBpp0083185	Q9VDY1	H9ZYP6
PARK	FBgn0041100	FBtr0078319	FBpp0077975		Q7KTX7
PARK	FBgn0041100	FBtr0078318	FBpp0077974		Q86LE7
PARK	FBgn0041100	FBtr0078318	FBpp0077974		Q86CZ3
PARK	FBgn0041100	FBtr0078318	FBpp0077974		Q95TI4
PARK	FBgn0041100	FBtr0078318	FBpp0077974		Q7KTX7
BOCA	FBgn0004132	FBtr0088953	FBpp0088027	Q8T9B6
CG8861	FBgn0037676	FBtr0301210	FBpp0290428		Q7K326
CG8861	FBgn0037676	FBtr0301210	FBpp0290428		Q9VHF9
CG8861	FBgn0037676	FBtr0300335	FBpp0289564		Q9VHF9
CG32669	FBgn0052669	FBtr0073412	FBpp0073268	P83740	A9YL66
CG32669	FBgn0052669	FBtr0073412	FBpp0073268	P83740	F6J5N3
CG32669	FBgn0052669	FBtr0073412	FBpp0073268	P83740	A9YL68
CG32669	FBgn0052669	FBtr0073412	FBpp0073268	P83740	F6J5N6
DH31	FBgn0032048	FBtr0079700	FBpp0079308		E4NKK6
DH31	FBgn0032048	FBtr0079700	FBpp0079308		Q8IPF3
DH31	FBgn0032048	FBtr0079699	FBpp0079307	Q9VLK4	A0A1B2AK62
CG15387	FBgn0031403	FBtr0113015	FBpp0111928		Q9VQ92
CG15387	FBgn0031403	FBtr0113015	FBpp0111928		A8DYT6
CG15577	FBgn0040904	FBtr0070660	FBpp0070628		A8WHC5
CG15577	FBgn0040904	FBtr0070660	FBpp0070628		B3DMU5
CG15577	FBgn0040904	FBtr0070660	FBpp0070628		Q9W4L7
OBP46A	FBgn0033508	FBtr0088359	FBpp0087448		D3PK95
OBP46A	FBgn0033508	FBtr0088359	FBpp0087448		Q29QE6
OBP46A	FBgn0033508	FBtr0088359	FBpp0087448		A1Z875
MUD	FBgn0002873	FBtr0308329	FBpp0300648		M9NEG4
MUD	FBgn0002873	FBtr0332622	FBpp0304868		Q1KN24
MUD	FBgn0002873	FBtr0332622	FBpp0304868		Q9NCW7
MUD	FBgn0002873	FBtr0332622	FBpp0304868		M9PEK6
MUD	FBgn0002873	FBtr0308328	FBpp0300647		M9NGE4
MUD	FBgn0002873	FBtr0308327	FBpp0300646		Q95TR6
MUD	FBgn0002873	FBtr0308327	FBpp0300646		Q8IR55
MUD	FBgn0002873	FBtr0308326	FBpp0300645		Q8IR54
MUD	FBgn0002873	FBtr0308325	FBpp0300644		Q9VY43
MUD	FBgn0002873	FBtr0332621	FBpp0304867		Q9NCL3
MUD	FBgn0002873	FBtr0332621	FBpp0304867		M9PJN0
CG11509	FBgn0029584	FBtr0305287	FBpp0293830		Q7K2S6
CG6867	FBgn0030887	FBtr0089574	FBpp0088539		Q8IGN3
CG6867	FBgn0030887	FBtr0089574	FBpp0088539		C0PTW8
CG6867	FBgn0030887	FBtr0089574	FBpp0088539		Q9VWZ7
MORGUE	FBgn0027609	FBtr0077457	FBpp0077147		Q86NX0
MORGUE	FBgn0027609	FBtr0077457	FBpp0077147		Q9Y165
MENL-2	FBgn0029153	FBtr0301867	FBpp0291081		Q8T4C6
MENL-2	FBgn0029153	FBtr0100601	FBpp0100058		A1ZAF6
MENL-2	FBgn0029153	FBtr0301868	FBpp0291082		Q9U1J2
MENL-2	FBgn0029153	FBtr0301868	FBpp0291082		A1ZAF6
NUFIP	FBgn0036812	FBtr0075088	FBpp0074855		N0D6Q9
NUFIP	FBgn0036812	FBtr0075088	FBpp0074855		Q95TV7
NUFIP	FBgn0036812	FBtr0075088	FBpp0074855		Q9VVS5
CG15517	FBgn0039718	FBtr0085515	FBpp0084881		Q9VAE6
RLUA-2	FBgn0032256	FBtr0080032	FBpp0079622		Q9VKU8
RLUA-2	FBgn0032256	FBtr0337003	FBpp0307933		M9PFI9
RLUA-2	FBgn0032256	FBtr0337002	FBpp0307932		Q9VKU8
RLUA-2	FBgn0032256	FBtr0304133	FBpp0293073		M9MRH0
CG3534	FBgn0038463	FBtr0083370	FBpp0082813		Q9VEQ0
CG32719	FBgn0052719	FBtr0071083	FBpp0071039		C4JC97
CG32719	FBgn0052719	FBtr0071083	FBpp0071039		Q8IRP4
CG11414	FBgn0035024	FBtr0072307	FBpp0072214		S0F294
CG11414	FBgn0035024	FBtr0072307	FBpp0072214		S0F3A8
CG11414	FBgn0035024	FBtr0072307	FBpp0072214		Q8IGT4
CG11414	FBgn0035024	FBtr0072307	FBpp0072214		Q95TH7
CG11414	FBgn0035024	FBtr0072307	FBpp0072214		Q9W149
CG32507	FBgn0052507	FBtr0302987	FBpp0292112		R9PY48
CG13527	FBgn0034776	FBtr0339941	FBpp0308966		A0ANE0
CG13527	FBgn0034776	FBtr0339941	FBpp0308966		C0MIW5
CG13527	FBgn0034776	FBtr0339941	FBpp0308966		Q8T980
CG13527	FBgn0034776	FBtr0339941	FBpp0308966		A0A0B4LH86
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		C0MIW7
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		A0ANE1
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		A0ANE3
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		C0MIW4
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		A0ANE4
CG13527	FBgn0034776	FBtr0071880	FBpp0071791		Q9W1Z9
CKS30A	FBgn0010314	FBtr0079799	FBpp0079399	Q24152	A0A1B2AK90
EAP	FBgn0035063	FBtr0072374	FBpp0072281		Q8SX67
EAP	FBgn0035063	FBtr0072374	FBpp0072281		Q9W108
CG10306	FBgn0034654	FBtr0071670	FBpp0071587	Q9W2D9
CG10752	FBgn0036325	FBtr0075903	FBpp0075635		Q9VU26
CG4066	FBgn0038011	FBtr0082566	FBpp0082038		Q9VGA8
CG2614	FBgn0032873	FBtr0081388	FBpp0080918	Q9VIK9
CG2614	FBgn0032873	FBtr0339520	FBpp0308603	Q9VIK9	M9PDA6
CG12506	FBgn0031276	FBtr0078003	FBpp0077668		Q9VPS8
OSI23	FBgn0039771	FBtr0330291	FBpp0303323		Q9VA75
ERK7	FBgn0052703	FBtr0302965	FBpp0292090		Q9W354
ERK7	FBgn0052703	FBtr0071329	FBpp0071264		Q9W354
ERK7	FBgn0052703	FBtr0302966	FBpp0292091		M9MSN4
CG9922	FBgn0038196	FBtr0082870	FBpp0082333		Q9VFN9
CG9922	FBgn0038196	FBtr0334297	FBpp0306412		Q9VFN9
CG31287	FBgn0051287	FBtr0345259	FBpp0311436		D3DMP6
CG31287	FBgn0051287	FBtr0345259	FBpp0311436		Q8INB8
CG31287	FBgn0051287	FBtr0083256	FBpp0082710		Q8INB8
COMM2	FBgn0041160	FBtr0075580	FBpp0075333	Q9VUT8
CG6693	FBgn0037878	FBtr0336784	FBpp0307760	Q9VGR7	A0A0B4KFR1
CG6693	FBgn0037878	FBtr0082367	FBpp0081843	Q9VGR7	A0A0B4KFR1
MUS210	FBgn0004698	FBtr0087373	FBpp0086505
MUS210	FBgn0004698	FBtr0087374	FBpp0086506	Q24595
MUS210	FBgn0004698	FBtr0308700	FBpp0300906		E3CTS1
MUS210	FBgn0004698	FBtr0308700	FBpp0300906		A0A0B4K739
CG5850	FBgn0032172	FBtr0079890	FBpp0079486		Q9VL56
CG5850	FBgn0032172	FBtr0309209	FBpp0301148		Q9VL56
CG5850	FBgn0032172	FBtr0309210	FBpp0301149		M9NEX9
CG5850	FBgn0032172	FBtr0303901	FBpp0292904		Q0E8R8
CG5850	FBgn0032172	FBtr0329986	FBpp0303021		M9PD30
CG5850	FBgn0032172	FBtr0309211	FBpp0301150		M9NCT0
LANB2	FBgn0267348	FBtr0345031	FBpp0311281	P15215	X2JAW6
LANB2	FBgn0267348	FBtr0076382	FBpp0076111	P15215	X2JAW6
EYG	FBgn0000625	FBtr0339921	FBpp0308953		Q9VTX7
EYG	FBgn0000625	FBtr0100170	FBpp0099525		Q5BHV4
EYG	FBgn0000625	FBtr0100170	FBpp0099525		W8NYW3
EYG	FBgn0000625	FBtr0100170	FBpp0099525		O77238
EYG	FBgn0000625	FBtr0100170	FBpp0099525		Q8MTJ1
EYG	FBgn0000625	FBtr0100170	FBpp0099525		Q9VTX7
EYG	FBgn0000625	FBtr0075979	FBpp0075711		Q9VTX7
CG31087	FBgn0051087	FBtr0335233	FBpp0307220		Q9VBS6
CG31087	FBgn0051087	FBtr0084855	FBpp0084229		Q29QT8
CG31087	FBgn0051087	FBtr0084855	FBpp0084229		Q9VBS6
LAWC	FBgn0262976	FBtr0071248	FBpp0071191		Q8SXG2
LAWC	FBgn0262976	FBtr0307287	FBpp0298288		Q8SXG2
LAWC	FBgn0262976	FBtr0307286	FBpp0298287		Q8SXG2
LAWC	FBgn0262976	FBtr0302081	FBpp0291291		Q8SXG2
YL	FBgn0004649	FBtr0073897	FBpp0073714		A0A0D4RRS9
YL	FBgn0004649	FBtr0073898	FBpp0073715	P98163
NAAT1	FBgn0029762	FBtr0070797	FBpp0070763	Q9W4C5	C7LA87
SPDO	FBgn0260440	FBtr0085651	FBpp0085013		Q8IGV5
SPDO	FBgn0260440	FBtr0085651	FBpp0085013		Q8IMI5
NUP54	FBgn0033737	FBtr0087952	FBpp0087063	Q9V6B9	A2RVF6
SLMO	FBgn0029161	FBtr0079218	FBpp0078849	Q9V3U9	A4V0A1
SLMO	FBgn0029161	FBtr0112945	FBpp0111858	Q9V3U9	A4V0A1
SLMO	FBgn0029161	FBtr0343130	FBpp0309829	Q9V3U9	A4V0A1
SLMO	FBgn0029161	FBtr0079217	FBpp0078848	Q9V3U9	A4V0A1
SLMO	FBgn0029161	FBtr0299810	FBpp0289088	Q9V3U9	A4V0A1
HIS4:CG33895	FBgn0053895	FBtr0091899	FBpp0091140	P84040	A0A0B4KFZ9
CG40485	FBgn0069973	FBtr0111189	FBpp0110515		Q6NNV7
CG40485	FBgn0069973	FBtr0111190	FBpp0110528		Q6IDG8
CG40485	FBgn0069973	FBtr0111190	FBpp0110528		C1C3F5
CG40485	FBgn0069973	FBtr0111190	FBpp0110528		Q5LJT0
DPR13	FBgn0034286	FBtr0340286	FBpp0309247		A0A0B4LFL9
DPR13	FBgn0034286	FBtr0300215	FBpp0289452		C5WLT5
DPR13	FBgn0034286	FBtr0300215	FBpp0289452		Q29QI3
DPR13	FBgn0034286	FBtr0300215	FBpp0289452		E0R944
DPR13	FBgn0034286	FBtr0300215	FBpp0289452		A1ZB15
PPK24	FBgn0039839	FBtr0085764	FBpp0085126		Q9V9Y5
FRAY	FBgn0023083	FBtr0290210	FBpp0288649		Q9VE62
FRAY	FBgn0023083	FBtr0290210	FBpp0288649		Q7KSD3
FRAY	FBgn0023083	FBtr0290107	FBpp0288546		Q7KSD3
FRAY	FBgn0023083	FBtr0344290	FBpp0310694		Q7KSD3
FRAY	FBgn0023083	FBtr0083637	FBpp0083057		Q7KSD3
FRAY	FBgn0023083	FBtr0083638	FBpp0083058		Q7KSD3
FRAY	FBgn0023083	FBtr0290209	FBpp0288648		Q7KSD3
CABP1	FBgn0025678	FBtr0080837	FBpp0080395	Q9V438
CABP1	FBgn0025678	FBtr0345544	FBpp0311643	Q9V438
CG43093	FBgn0262539	FBtr0304879	FBpp0293419		C1C535
CG43093	FBgn0262539	FBtr0304879	FBpp0293419		Q6IJE7
CG43093	FBgn0262539	FBtr0304879	FBpp0293419		A0A0B4K6X5
CG17219	FBgn0031494	FBtr0077650	FBpp0077335		Q8SYR9
CG17219	FBgn0031494	FBtr0077650	FBpp0077335		Q9VQK8
CG7094	FBgn0032650	FBtr0080990	FBpp0080543		Q8T8Y2
CG7094	FBgn0032650	FBtr0080990	FBpp0080543		Q9VJC2
HIS2B:CG33878	FBgn0053878	FBtr0091882	FBpp0091123	P02283
TUP	FBgn0003896	FBtr0342921	FBpp0309708		Q9VJ37
TUP	FBgn0003896	FBtr0081111	FBpp0080661		P92031
TUP	FBgn0003896	FBtr0081111	FBpp0080661		Q9VJ37
TUP	FBgn0003896	FBtr0081112	FBpp0080662		Q9Y0Z9
CG33325	FBgn0053325	FBtr0307515	FBpp0300170		D5SHU2
CG33325	FBgn0053325	FBtr0307515	FBpp0300170		Q7KSU5
SPDS	FBgn0037723	FBtr0082078	FBpp0081556		Q9VHA1
SPDS	FBgn0037723	FBtr0082079	FBpp0081557		Q9VHA2
SPDS	FBgn0037723	FBtr0306007	FBpp0297149		Q86P04
SPDS	FBgn0037723	FBtr0306007	FBpp0297149		Q9VHA1
CG13113	FBgn0032126	FBtr0079832	FBpp0079430		D3DMT1
CG13113	FBgn0032126	FBtr0079832	FBpp0079430		Q9VLB0
YIP3	FBgn0040063	FBtr0072050	FBpp0071959		Q0E8X9
YIP3	FBgn0040063	FBtr0072051	FBpp0071960		Q8T8W5
YIP3	FBgn0040063	FBtr0072051	FBpp0071960		Q9NIU4
YIP3	FBgn0040063	FBtr0072051	FBpp0071960		Q0E8X9
CG12589	FBgn0040684	FBtr0078843	FBpp0078484		Q9VN78
CG12589	FBgn0040684	FBtr0339317	FBpp0308421		Q9VN78
CG12589	FBgn0040684	FBtr0339316	FBpp0308420		Q9VN78
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8N1
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8N0
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8N4
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8M5
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8M7
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8N3
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8M8
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	E2E543
OR82A	FBgn0041621	FBtr0078977	FBpp0078616	P82986	D7F8M9
CG10340	FBgn0022344	FBtr0083358	FBpp0082803		Q95SB2
CG10340	FBgn0022344	FBtr0083358	FBpp0082803		O16050
CG10340	FBgn0022344	FBtr0083358	FBpp0082803		Q9VES8
CG8539	FBgn0035791	FBtr0332145	FBpp0304455		Q9VS80
CG8539	FBgn0035791	FBtr0076831	FBpp0076542		Q8SZR4
CG8539	FBgn0035791	FBtr0076831	FBpp0076542		Q9VS80
CG13544	FBgn0034826	FBtr0071973	FBpp0071883		Q9W1U2
CG6996	FBgn0036950	FBtr0302721	FBpp0291861		Q9VW92
CG6996	FBgn0036950	FBtr0332691	FBpp0304937		Q9VW92
CG9313	FBgn0034566	FBtr0342788	FBpp0309629		A0A0B4LG18
CG9313	FBgn0034566	FBtr0345666	FBpp0311721		Q8MSJ9
CG9313	FBgn0034566	FBtr0071521	FBpp0071450		Q8MSJ9
CG13641	FBgn0039239	FBtr0084729	FBpp0084104		Q9VC22
CG43784	FBgn0264309	FBtr0346026	FBpp0311893		X2JEG9
TFIIA-L	FBgn0011289	FBtr0085156	FBpp0084526		E4NKL3
TFIIA-L	FBgn0011289	FBtr0085156	FBpp0084526		F0JAF9
TFIIA-L	FBgn0011289	FBtr0085154	FBpp0084524
TFIIA-L	FBgn0011289	FBtr0085155	FBpp0084525	P52654
CG43331	FBgn0263036	FBtr0306916	FBpp0297770		M9NDZ9
CG10958	FBgn0030004	FBtr0071153	FBpp0071104	Q9W3J8
CG34021	FBgn0054021	FBtr0100076	FBpp0099432		D3DMU5
CG34021	FBgn0054021	FBtr0100076	FBpp0099432		A1Z8X1
STE24C	FBgn0050462	FBtr0336870	FBpp0307819		Q7JV41
STE24C	FBgn0050462	FBtr0346515	FBpp0312133		Q7JV41
STE24C	FBgn0050462	FBtr0100120	FBpp0100158		Q7JV41
MGAT2	FBgn0039738	FBtr0100418	FBpp0099836		Q710C1
MGAT2	FBgn0039738	FBtr0100418	FBpp0099836		Q95UE9
MGAT2	FBgn0039738	FBtr0100418	FBpp0099836		Q59DT4
MGAT2	FBgn0039738	FBtr0334705	FBpp0306759		D5AEM1
MGAT2	FBgn0039738	FBtr0334705	FBpp0306759		A0A0B4KHE4
MGAT2	FBgn0039738	FBtr0085602	FBpp0084967		Q711U4
MGAT2	FBgn0039738	FBtr0085602	FBpp0084967		Q961U0
SUT3	FBgn0028561	FBtr0088779	FBpp0087857		Q8T3V4
SUT3	FBgn0028561	FBtr0088779	FBpp0087857		Q7KJP2
SUT3	FBgn0028561	FBtr0332247	FBpp0304541		A0A0B4KEF1
GEL	FBgn0010225	FBtr0078973	FBpp0078612	Q07171	A0A0C4DHG2
GEL	FBgn0010225	FBtr0336707	FBpp0307688		A0A0C4DHG6
GEL	FBgn0010225	FBtr0309256	FBpp0301195	Q07171	A0A0C4DHG6
GEL	FBgn0010225	FBtr0309256	FBpp0301195	Q07171	A0A0C4DHG2
GEL	FBgn0010225	FBtr0078971	FBpp0078610		A0A0C4DHG6
GEL	FBgn0010225	FBtr0078969	FBpp0078608	Q07171	A0A0C4DHG2
GEL	FBgn0010225	FBtr0309257	FBpp0301196
GEL	FBgn0010225	FBtr0078968	FBpp0078607	Q07171	A0A0C4DHG2
CG12780	FBgn0033301	FBtr0088736	FBpp0087815		A0ZWY3
CG12780	FBgn0033301	FBtr0088736	FBpp0087815		Q4V6C8
CG12780	FBgn0033301	FBtr0088736	FBpp0087815		A0ZWY4
CG31715	FBgn0051715	FBtr0079996	FBpp0079586		Q8MYY7
CG31715	FBgn0051715	FBtr0310098	FBpp0301796		M9PB89
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	D0UYA4
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SAS4
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SDN2
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SAE9
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SAF4
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	F0JAK7
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SDF2
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q8SZW1
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SAL6
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	Q6SDM8
SEV	FBgn0003366	FBtr0073393	FBpp0073249	P13368	D0UY75
CG14786	FBgn0027794	FBtr0070230	FBpp0070221		D8FT09
CG14786	FBgn0027794	FBtr0070230	FBpp0070221		C3KGM3
CG14786	FBgn0027794	FBtr0070230	FBpp0070221		V5P006
CG14786	FBgn0027794	FBtr0070230	FBpp0070221		Q5BIM0
CG14786	FBgn0027794	FBtr0070230	FBpp0070221		Q9W592
CG15646	FBgn0030665	FBtr0339692	FBpp0308749		Q9VXS4
CG15646	FBgn0030665	FBtr0074062	FBpp0073878		N0D6X7
CG15646	FBgn0030665	FBtr0074062	FBpp0073878		Q9VXS4
CG11141	FBgn0033177	FBtr0345799	FBpp0311785	Q6NLL1	E2QC72
CG11141	FBgn0033177	FBtr0088999	FBpp0088071	Q6NLL1	E2QC72
CG11141	FBgn0033177	FBtr0088998	FBpp0088070	Q6NLL1	E2QC72
CG12970	FBgn0034047	FBtr0308816	FBpp0300973		A1ZA55
CG45783	FBgn0267430	FBtr0346769	FBpp0312364		A0A126GUQ2
CG4733	FBgn0038744	FBtr0344260	FBpp0310665		Q0IGX7
CG4733	FBgn0038744	FBtr0344260	FBpp0310665		Q9I7J1
CG4733	FBgn0038744	FBtr0344260	FBpp0310665		A0A0B4LHF0
CG4733	FBgn0038744	FBtr0308829	FBpp0300986		Q9I7J1
CG4733	FBgn0038744	FBtr0308828	FBpp0300985		Q9I7J1
CG4733	FBgn0038744	FBtr0301117	FBpp0290339		Q9I7J1
CG7248	FBgn0036229	FBtr0076043	FBpp0075775		Q8MRG9
CG7248	FBgn0036229	FBtr0076043	FBpp0075775		Q9VTR4
ALPHACOP	FBgn0025725	FBtr0072812	FBpp0072694		O77285
ALPHACOP	FBgn0025725	FBtr0072812	FBpp0072694		Q9W0B8
ALPHACOP	FBgn0025725	FBtr0072811	FBpp0072693		Q9W0B8
CG4407	FBgn0030431	FBtr0073695	FBpp0073528		Q8IR76
CG4407	FBgn0030431	FBtr0073695	FBpp0073528		Q9VYI5
CG4407	FBgn0030431	FBtr0073696	FBpp0073529		Q8IR76
PDS5	FBgn0260012	FBtr0087974	FBpp0087082		A1Z8S6
PDS5	FBgn0260012	FBtr0306062	FBpp0297204		Q95U25
PDS5	FBgn0260012	FBtr0306062	FBpp0297204		A1Z8S6
CG15896	FBgn0029858	FBtr0305494	FBpp0293947		Q5U1E0
CG15896	FBgn0029858	FBtr0305494	FBpp0293947		Q8SYK6
CG15896	FBgn0029858	FBtr0305494	FBpp0293947		Q9W413
CG15896	FBgn0029858	FBtr0070898	FBpp0070863		Q9W413
CHRO	FBgn0044324	FBtr0346095	FBpp0311928		Q86BS3
CHRO	FBgn0044324	FBtr0078570	FBpp0078221		Q86BS3
CHRO	FBgn0044324	FBtr0078568	FBpp0078219		Q86BS3
CHRO	FBgn0044324	FBtr0332053	FBpp0304363		Q86BS3
CHRO	FBgn0044324	FBtr0078569	FBpp0078220		Q8T9D1
CHRO	FBgn0044324	FBtr0078569	FBpp0078220		Q5MAI1
CHRO	FBgn0044324	FBtr0078569	FBpp0078220		Q86BS3
CG8635	FBgn0033317	FBtr0088727	FBpp0087806	Q7JWR9	A0A0B4LEV3
CG8635	FBgn0033317	FBtr0339356	FBpp0308450	Q7JWR9	A0A0B4LEV3
CG12194	FBgn0031636	FBtr0300756	FBpp0289980		Q1RKW9
CG12194	FBgn0031636	FBtr0300756	FBpp0289980		E1JHT4
CG12194	FBgn0031636	FBtr0077385	FBpp0077077		Q9VR34
CG12194	FBgn0031636	FBtr0332476	FBpp0304752		Q9VR34
CG31077	FBgn0051077	FBtr0301977	FBpp0291187		D5SHT5
CG31077	FBgn0051077	FBtr0301977	FBpp0291187		H5V890
CG31077	FBgn0051077	FBtr0301977	FBpp0291187		Q8IMQ3
MP1	FBgn0027930	FBtr0300936	FBpp0290158
MP1	FBgn0027930	FBtr0078903	FBpp0078543	A0A126GUP6
CG7845	FBgn0033059	FBtr0086023	FBpp0085359		Q7K4B2
CG7845	FBgn0033059	FBtr0302508	FBpp0291670		Q7K4B2
CG17173	FBgn0036447	FBtr0075701	FBpp0075451		Q8T440
CG17173	FBgn0036447	FBtr0075701	FBpp0075451		B5RIX6
CG17173	FBgn0036447	FBtr0075701	FBpp0075451		Q9VUH5
CG17199	FBgn0038775	FBtr0083874	FBpp0083282		Q8T901
CG17199	FBgn0038775	FBtr0083874	FBpp0083282		Q9VDP6
CG6262	FBgn0034121	FBtr0087152	FBpp0086296		Q7YTX8
CG6262	FBgn0034121	FBtr0087152	FBpp0086296		Q8IHG4
CG6262	FBgn0034121	FBtr0087152	FBpp0086296		A1ZAF3
CG6262	FBgn0034121	FBtr0087152	FBpp0086296		A1ZAE9
CG6262	FBgn0034121	FBtr0087151	FBpp0086295		Q6NN99
CG6262	FBgn0034121	FBtr0087151	FBpp0086295		A1ZAF2
CG6262	FBgn0034121	FBtr0087153	FBpp0086297		A1ZAF3
WDA	FBgn0039067	FBtr0084387	FBpp0083779		Q9VCN9
CG43267	FBgn0262948	FBtr0306554	FBpp0297509		A0A0B4K7I9
LYSB	FBgn0004425	FBtr0072628	FBpp0072524	Q08694	D3PFG8
LYSB	FBgn0004425	FBtr0336738	FBpp0307718	Q08694	D3PFG8
RUSH	FBgn0025381	FBtr0070259	FBpp0070249	O76902
RUSH	FBgn0025381	FBtr0339589	FBpp0308661	O76902
EIF2B-GAMMA	FBgn0034029	FBtr0087336	FBpp0086469		Q95SC4
EIF2B-GAMMA	FBgn0034029	FBtr0087336	FBpp0086469		Q9GQ88
EIF2B-GAMMA	FBgn0034029	FBtr0087336	FBpp0086469		Q8MSR4
EIF2B-GAMMA	FBgn0034029	FBtr0087336	FBpp0086469		Q8MPP2
EIF2B-GAMMA	FBgn0034029	FBtr0087336	FBpp0086469		A1ZA22
CG43618	FBgn0263596	FBtr0309894	FBpp0301628		A0A0B4K6C0
SPIRIT	FBgn0030051	FBtr0332628	FBpp0304874		Q7K3Y1
SPIRIT	FBgn0030051	FBtr0071230	FBpp0071174		A4V9V4
SPIRIT	FBgn0030051	FBtr0071230	FBpp0071174		Q7K3Y1
SPIRIT	FBgn0030051	FBtr0071231	FBpp0071175		Q7K3Y1
SPIRIT	FBgn0030051	FBtr0300731	FBpp0289955		Q7K3Y1
CG32269	FBgn0052269	FBtr0100678	FBpp0100145		Q8SYS8
CG32269	FBgn0052269	FBtr0332871	FBpp0305093		Q8SYS8
PAF-AHALPHA	FBgn0025809	FBtr0074191	FBpp0073976	Q9VXP4
PAF-AHALPHA	FBgn0025809	FBtr0074190	FBpp0073975	Q9VXP4
