Gene name	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
ACTR3C	653857		C9IZN3	ENSG00000106526
ACTR3C	653857		C9J580	ENSG00000106526
STK11IP	114790		E7ERV2	ENSG00000144589
SNX11	29916	Q9Y5W9		ENSG00000002919
SNX11	29916		B4DJI7	ENSG00000002919
NEUROD6		Q96NK8	A0A090N7T3	ENSG00000164600
TNPO2	30000		K7ESC1	ENSG00000105576
FBRSL1	57666	Q9HCM7		ENSG00000112787
FBRSL1	57666		A0A3B3IRR3	ENSG00000112787
TNPO2	30000		K7ENW1	ENSG00000105576
FBRSL1	57666		A0A7P0Z485	ENSG00000112787
TNPO2	30000		K7EMA3	ENSG00000105576
SNX11	29916		J3QRW4	ENSG00000002919
PPP1R17	10842	O96001		ENSG00000106341
INPP4B	8821	O15327		ENSG00000109452
PPP1R17	10842	O96001	A0A090N8N7	ENSG00000106341
SNX11	29916		J3QKV3	ENSG00000002919
FBRSL1	57666		A0A1B0GUN3	ENSG00000112787
IST1	9798		H3BRE2	ENSG00000182149
GATAD2A	54815		V9GYX5	ENSG00000167491
UROC1	131669	Q96N76		ENSG00000159650
SNX11	29916		J3QLV8	ENSG00000002919
STK11IP	114790		M0QYE5	ENSG00000144589
IST1	9798		H3BPP6	ENSG00000182149
STK11IP	114790		H7C236	ENSG00000144589
SNX11	29916		J3KTN6	ENSG00000002919
PRXL2B	127281	Q8TBF2		ENSG00000157870
INPP4B	8821		E7EQN9	ENSG00000109452
GATAD2A	54815		V9GY85	ENSG00000167491
STK11IP	114790		H7C2J7	ENSG00000144589
PRXL2B	127281		A0A2P0CTH9	ENSG00000157870
INPP4B	8821		E9PCZ3	ENSG00000109452
PRXL2B	127281		J3KRV9	ENSG00000157870
C3orf22	152065	Q8N5N4		ENSG00000180697
GATAD2A	54815		C9JJK9	ENSG00000167491
PRXL2B	127281		J3QKK8	ENSG00000157870
GATAD2A	54815		A0A024R7M6	ENSG00000167491
INPP4B	8821		E9PG59	ENSG00000109452
GATAD2A	54815		C9JGN4	ENSG00000167491
INPP4B	8821		D6RJC3	ENSG00000109452
TSPAN19	144448		H0YFW1	ENSG00000231738
GATAD2A	54815	Q86YP4	A0A024R7M6	ENSG00000167491
INPP4B	8821		E9PHC0	ENSG00000109452
GATAD2A	54815		C9JMI3	ENSG00000167491
GATAD2A	54815	Q86YP4	A0A024R7K7	ENSG00000167491
ITPRID1	223075		B8ZZ49	ENSG00000180347
INPP4B	8821		H0Y9Q3	ENSG00000109452
GATAD2A	54815		C9JVY3	ENSG00000167491
ITPRID1	223075		E7EQ43	ENSG00000180347
INPP4B	8821		H0YA10	ENSG00000109452
GATAD2A	54815		H7C3H1	ENSG00000167491
PRXL2B	127281		A0A0A0MT35	ENSG00000157870
INPP4B	8821			ENSG00000109452
INPP4B	8821		D6RE59	ENSG00000109452
PRXL2B	127281		A0A0A0MRV4	ENSG00000157870
TSPAN19	144448	P0C672		ENSG00000231738
DPM3	54344	Q9P2X0	A0A140VJI4	ENSG00000179085
ZNF761	388561		A0A494C1D2	ENSG00000160336
ZNF761	110116772		A0A494C1D2	ENSG00000160336
NRROS	375387	Q86YC3		ENSG00000174004
INPP4B	8821		D6RDJ7	ENSG00000109452
ZNF761	388561		A0A087WXU7	ENSG00000160336
ZNF761	110116772		A0A087WXU7	ENSG00000160336
ZNF761	388561	Q86XN6		ENSG00000160336
ZNF761	110116772	Q86XN6		ENSG00000160336
DPM3	54344	Q9P2X0		ENSG00000179085
INPP4B	8821		Q9BS68	ENSG00000109452
ZNF761	388561		Q6IQ01	ENSG00000160336
ZNF761	110116772		Q6IQ01	ENSG00000160336
ZNF761	388561		A0A087WYY7	ENSG00000160336
ZNF761	110116772		A0A087WYY7	ENSG00000160336
INPP4B	8821		D6R9J5	ENSG00000109452
TSPAN19	144448		J3KQT2	ENSG00000231738
ZNF761	388561			ENSG00000160336
ZNF761	110116772			ENSG00000160336
RXFP4	339403	Q8TDU9		ENSG00000173080
ITPRID1	223075		A0A087WUB1	ENSG00000180347
TSPAN19	144448		F8VV50	ENSG00000231738
TSPAN19	144448		F8VZ36	ENSG00000231738
ITPRID1	223075	Q6ZRS4		ENSG00000180347
GBP6	163351	Q6ZN66		ENSG00000183347
LSM6	11157	P62312		ENSG00000164167
HSP90B1	7184		F8W026	ENSG00000166598
ITPRID1	223075		E7ERG9	ENSG00000180347
PAK2	5062	Q13177		ENSG00000180370
NPPB	4879	P16860		ENSG00000120937
ZNF383	163087	Q8NA42		ENSG00000188283
ERV3-1		Q14264		ENSG00000213462
PAK2	5062		H7C1X3	ENSG00000180370
ZNF383	163087		K7EJN0	ENSG00000188283
ZNF383	163087		K7ELW4	ENSG00000188283
ZNF383	163087			ENSG00000188283
ZNF551	90233		M0R2M4	ENSG00000204519
CEP19	84984	Q96LK0		ENSG00000174007
KIAA2013	90231	Q8IYS2		ENSG00000116685
CEP19	84984		A8MX07	ENSG00000174007
ZNF551	90233	Q7Z340		ENSG00000204519
ZNF551	90233		M0R209	ENSG00000204519
RAPGEFL1	51195	Q9UHV5		ENSG00000108352
			M0R1X1	ENSG00000269026
RAPGEFL1	51195		F5GYJ3	ENSG00000108352
RAPGEFL1	51195		F5H2D5	ENSG00000108352
ZNF154	7710		A0A024R4Q0	ENSG00000179909
ZNF154	7710	Q13106	A0A024R4Q0	ENSG00000179909
RAPGEFL1	51195		F5GY17	ENSG00000108352
RAPGEFL1	51195		A0A087WVW6	ENSG00000108352
ZNF671	79891		M0R091	ENSG00000083814
RAPGEFL1	51195		F5H582	ENSG00000108352
RAPGEFL1	51195		F5GXC6	ENSG00000108352
ZNF671	79891	Q8TAW3		ENSG00000083814
ZNF671	79891		M0QX87	ENSG00000083814
SLC10A7	84068	Q0GE19		ENSG00000120519
PLOD1	5351		Q5JXB8	ENSG00000083444
SLC4A3	6508	P48751		ENSG00000114923
ZNF776	284309	Q68DI1		ENSG00000152443
SLC10A7	84068			ENSG00000120519
ZNF776	284309		C9J7N9	ENSG00000152443
ZNF776	284309		H7C4D2	ENSG00000152443
SLC4A3	6508		F8WD49	ENSG00000114923
PF4V1		P10720		ENSG00000109272
SLC4A3	6508		E9PCP1	ENSG00000114923
SLC4A3	6508		H7C1Z2	ENSG00000114923
SLC4A3	6508		H7C160	ENSG00000114923
ZNF273	10793	Q14593		ENSG00000198039
CXCL1	2919	P09341		ENSG00000163739
ZNF273	10793		E9PL30	ENSG00000198039
CADM2	253559	Q8N3J6	G3XHN4	ENSG00000175161
ZNF780A	284323		A0A0C4DG08	ENSG00000197782
PF4	5196	P02776		ENSG00000163737
CADM2	253559	Q8N3J6		ENSG00000175161
PF4	5196			ENSG00000163737
				ENSG00000288796
IST1	9798	P53990		ENSG00000182149
PPBP	5473	P02775		ENSG00000163736
IST1	9798		H3BQ38	ENSG00000182149
ZNF780A	284323	O75290		ENSG00000197782
SDC1	6382	P18827		ENSG00000115884
CXCL5	6374	P42830	Q6I9S7	ENSG00000163735
ACSF2	80221		E7EN53	ENSG00000167107
COPB2	9276		A0A7I2V526	ENSG00000184432
SDC1	6382		E9PHH3	ENSG00000115884
SDC1	6382		H7C1K4	ENSG00000115884
ZNF780A	284323			ENSG00000197782
SDC1	6382		F8WCX9	ENSG00000115884
CXCL3	2921	P19876		ENSG00000163734
ZNF780A	284323		M0QXV4	ENSG00000197782
IST1	9798		H3BUI0	ENSG00000182149
ZNF780A	284323		A0A075B796	ENSG00000197782
IST1	9798		F5GXM3	ENSG00000182149
ZNF780A	284323		A0A075B791	ENSG00000197782
ZNF780A	284323		A0A075B7B0	ENSG00000197782
ZNF780A	284323		M0QYL2	ENSG00000197782
RHOB	388	P62745		ENSG00000143878
TRA2A	29896	Q13595	Q549U1	ENSG00000164548
REELD1	345051	A0A1B0GV85		ENSG00000250673
REELD1	345051		A0A1B0GTE3	ENSG00000250673
REELD1	345051			ENSG00000250673
ZNF816-ZNF321P	100529240		A0A0X1KG74	ENSG00000221874
TRA2A	29896	Q13595		ENSG00000164548
PLOD1	5351	Q02809		ENSG00000083444
COPB2	9276		A0A7I2V3G0	ENSG00000184432
CRACD	57482		A0A0D9SFJ2	ENSG00000109265
PLOD1	5351		Q5JXB7	ENSG00000083444
COPB2	9276		A0A7I2YQF9	ENSG00000184432
IST1	9798		H3BMU1	ENSG00000182149
ZNF816	125893	Q0VGE8	A0A024R4J0	ENSG00000180257
TRA2A	29896		F8WEH2	ENSG00000164548
ZNF816	125893		M0R0G1	ENSG00000180257
ZNF816	125893		I3L0H5	ENSG00000180257
ZNF816	125893		M0QY99	ENSG00000180257
IST1	9798		H3BQF7	ENSG00000182149
COPB2	9276		H0YAC7	ENSG00000184432
ZNF816	125893		M0QZX7	ENSG00000180257
IST1	9798		E9PF00	ENSG00000182149
RIMS1	22999	Q86UR5		ENSG00000079841
ZNF816	125893		F5GXJ3	ENSG00000180257
COPB2	9276		A0A7I2V258	ENSG00000184432
IST1	9798		J3KR23	ENSG00000182149
COPB2	9276	P35606		ENSG00000184432
ZNF347	84671		M0QZJ6	ENSG00000197937
COPB2	9276	P35606	D6RBZ7	ENSG00000184432
HSP90B1	7184		A0A7P0TAT8	ENSG00000166598
ZNF347	84671	Q96SE7		ENSG00000197937
IST1	9798		J3QQP8	ENSG00000182149
CCDC126	90693	Q96EE4	A0A024RA08	ENSG00000169193
COPB2	9276	P35606	D6RCL6	ENSG00000184432
ZNF347	84671	Q96SE7	A0A024R4L7	ENSG00000197937
COPB2	9276		H0Y938	ENSG00000184432
CCDC126	90693		C9J0J0	ENSG00000169193
ZNF347	84671		M0QXR8	ENSG00000197937
ZNF347	84671		M0QZE2	ENSG00000197937
COPB2	9276		D6R997	ENSG00000184432
HSP90B1	7184		H0YIV0	ENSG00000166598
ZNF347	84671		M0R1E9	ENSG00000197937
CRACD	57482			ENSG00000109265
COPB2	9276		D6RBT6	ENSG00000184432
CRACD	57482		A0A1B0GWF1	ENSG00000109265
COPB2	9276		D6RBG7	ENSG00000184432
CRACD	57482		A0A2R8Y6P1	ENSG00000109265
ZNF665	79788	Q9H7R5		ENSG00000197497
ZNF665	79788		A0A3Q5AD24	ENSG00000197497
HSP90B1	7184		A0A7P0TAY2	ENSG00000166598
HSP90B1	7184		A0A7P0TBC2	ENSG00000166598
MIIP	60672	Q5JXC2		ENSG00000116691
CRACD	57482	Q6ZU35		ENSG00000109265
HSP90B1	7184		A0A7P0TAE1	ENSG00000166598
CRACD	57482		A0A2R8Y5Y4	ENSG00000109265
HSP90B1	7184		A0A087WT78	ENSG00000166598
HSP90B1	7184		A0A7P0T823	ENSG00000166598
CRACD	57482		F5H1N7	ENSG00000109265
ZNF677	342926	Q86XU0		ENSG00000197928
CRACD	57482		R4GNI9	ENSG00000109265
ZNF677	342926		M0R297	ENSG00000197928
ZNF677	342926		M0QYA4	ENSG00000197928
HSP90B1	7184		A0A7P0T885	ENSG00000166598
ZNF677	342926		M0R1V2	ENSG00000197928
HSP90B1	7184		A0A7P0T8R3	ENSG00000166598
ZNF677	342926		M0R079	ENSG00000197928
HSP90B1	7184		A0A7P0T8C8	ENSG00000166598
ZNF677	342926		M0R0I7	ENSG00000197928
HSP90B1	7184		A0A7P0TAC2	ENSG00000166598
CNOT6L	246175	Q96LI5		ENSG00000138767
VN1R2	317701	Q8NFZ6		ENSG00000196131
CNOT6L	246175		H0Y9Z5	ENSG00000138767
OLA1	29789	Q9NTK5		ENSG00000138430
HSP90B1	7184		A0A7P0TAG4	ENSG00000166598
VN1R4	317703	Q7Z5H5		ENSG00000228567
HSP90B1	7184	P14625	V9HWP2	ENSG00000166598
CNOT6L	246175		H0Y9C1	ENSG00000138767
HSP90B1	7184		A0A7P0Z4B4	ENSG00000166598
HSP90B1	7184		A0A7P0Z405	ENSG00000166598
QRICH1	54870	Q2TAL8	A1L3Z9	ENSG00000198218
FAM221A	340277	A4D161	A0A024RA57	ENSG00000188732
CNOT6L	246175		D6RIW9	ENSG00000138767
OLA1	29789		J3KQ32	ENSG00000138430
HSP90B1	7184		A0A7P0T917	ENSG00000166598
FAM221A	340277		F8WCP3	ENSG00000188732
OLA1	29789		C9JCJ9	ENSG00000138430
OLA1	29789		C9JTK6	ENSG00000138430
FAM221A	340277		F8WCP2	ENSG00000188732
FAM221A	340277		B8ZZQ8	ENSG00000188732
QRICH1	54870		C9JIA8	ENSG00000198218
FAM221A	340277	A4D161		ENSG00000188732
ACSF2	80221	Q96CM8		ENSG00000167107
QRICH1	54870		C9JAL2	ENSG00000198218
SP9		P0CG40		ENSG00000217236
C12orf73	728568	Q69YU5		ENSG00000204954
TNFRSF8	943	P28908		ENSG00000120949
ACSF2	80221		D6RF15	ENSG00000167107
ACSF2	80221		D6RF87	ENSG00000167107
C12orf73	728568		F8VXG8	ENSG00000204954
ZNF160	90338	Q9HCG1	A0A024R4Q2	ENSG00000170949
ZNF160	90338		A0A024R4Q2	ENSG00000170949
ACSF2	80221		E9PF16	ENSG00000167107
C12orf73	728568		G3V1W1	ENSG00000204954
RIMS1	22999		H0YBU6	ENSG00000079841
C12orf73	728568		F8VQR3	ENSG00000204954
POLR2J3	548644		A0A0B4J2F8	ENSG00000285437
ZNF160	90338		M0QZI7	ENSG00000170949
HGFAC	3083	Q04756		ENSG00000109758
POLR2J3	548644		E7EP90	ENSG00000285437
ZNF160	90338		M0QXU9	ENSG00000170949
HGFAC	3083		D6RAR4	ENSG00000109758
ZNF160	90338		M0QZ49	ENSG00000170949
C12orf73	728568		F8VS87	ENSG00000204954
TNFRSF8	943		D6RAG8	ENSG00000120949
ACSF2	80221		H0Y8Y5	ENSG00000167107
ZNF160	90338	Q9HCG1		ENSG00000170949
ACSF2	80221		H0Y8N1	ENSG00000167107
CIR1		Q86X95		ENSG00000138433
POLR2J3	548644		D6RAG0	ENSG00000285437
ZNF821	55565		H3BTZ4	ENSG00000102984
CIR1			H3BLY3	ENSG00000138433
RIMS1	22999		E5RGM0	ENSG00000079841
ZSCAN5C		A6NGD5		ENSG00000204532
TDG	6996		F5H539	ENSG00000139372
DOK7	285489	Q18PE1		ENSG00000175920
RIMS1	22999		A0A0C4DFV1	ENSG00000079841
RIMS1	22999		H0YBE7	ENSG00000079841
DOK7	285489		A0A2R8Y701	ENSG00000175920
ZNF223	7766	Q9UK11		ENSG00000178386
DOK7	285489		A0A1W2PRA3	ENSG00000175920
ZNF223	7766		K7EPW2	ENSG00000178386
ZNF223	7766		K7ER65	ENSG00000178386
ZNF223	7766		K7EQ32	ENSG00000178386
ZNF821	55565		A0A0C4DH12	ENSG00000102984
ZNF821	55565		A0A087WXX1	ENSG00000102984
ZNF284	342909	Q2VY69		ENSG00000186026
ZNF821	55565		H3BPS7	ENSG00000102984
NDEL1	81565		J3KRK9	ENSG00000166579
ZNF821	55565	O75541		ENSG00000102984
NDEL1	81565		J3QRD2	ENSG00000166579
NDEL1	81565		J3QL85	ENSG00000166579
SCRN3	79634		F8WBX0	ENSG00000144306
TDG	6996		G8JL98	ENSG00000139372
ZNF821	55565		H3BQE4	ENSG00000102984
TDG	6996		B4E127	ENSG00000139372
ZNF224	7767			ENSG00000267680
ZNF821	55565		H3BS68	ENSG00000102984
TDG	6996	Q13569		ENSG00000139372
ZNF821	55565		H3BR59	ENSG00000102984
TDG	6996		F5H0I7	ENSG00000139372
ZNF821	55565		H3BRD6	ENSG00000102984
ZNF224	7767	Q9NZL3		ENSG00000267680
ZNF821	55565		H3BVG7	ENSG00000102984
ZNF224	7767		K7EL24	ENSG00000267680
ZNF224	7767		K7ENI7	ENSG00000267680
TDG	6996		H0YH18	ENSG00000139372
ZNF821	55565		H3BR75	ENSG00000102984
NDEL1	81565	Q9GZM8		ENSG00000166579
NDEL1	81565		J3QLD0	ENSG00000166579
NDEL1	81565		A6NIZ0	ENSG00000166579
QARS1	5859		H7C0R3	ENSG00000172053
SCRN3	79634	Q0VDG4		ENSG00000144306
NDEL1	81565		J3KSF2	ENSG00000166579
SCRN3	79634		C9JID8	ENSG00000144306
NDEL1	81565		J3KT16	ENSG00000166579
ZNF225	7768		K7ENA2	ENSG00000256294
LRPAP1	4043	P30533		ENSG00000163956
ZNF225	7768	Q9UK10		ENSG00000256294
ZNF225	7768		K7ERU6	ENSG00000256294
NDEL1	81565		J3QL31	ENSG00000166579
SCRN3	79634		A0A1D5RMN9	ENSG00000144306
SCRN3	79634		H9KVC8	ENSG00000144306
ZNF225	7768		K7ENC8	ENSG00000256294
NDEL1	81565		J3QRZ1	ENSG00000166579
SCRN3	79634		C9JNS3	ENSG00000144306
SCRN3	79634		F8W0M9	ENSG00000144306
NDEL1	81565		J3QSD2	ENSG00000166579
LRPAP1	4043		A0A3B3IRQ7	ENSG00000163956
LRPAP1	4043		D6REW6	ENSG00000163956
RASA4	10156	O43374		ENSG00000105808
ZNF234	10780	Q14588	A0A024R0N3	ENSG00000263002
ZNF234	10780		K7ELL2	ENSG00000263002
RASA4	10156		E7ERK1	ENSG00000105808
FRMD1	79981		A0A2R8Y4L9	ENSG00000153303
DHODH	1723		I3NI32	ENSG00000102967
FRMD1	79981		A0A2R8Y7X7	ENSG00000153303
DHODH	1723	Q02127		ENSG00000102967
AANAT	15	Q16613		ENSG00000129673
FRMD1	79981	Q8N878		ENSG00000153303
DHODH	1723		I3L449	ENSG00000102967
DHODH	1723		J3QRJ4	ENSG00000102967
AANAT	15	Q16613	F1T0I5	ENSG00000129673
DHODH	1723		J3QRQ3	ENSG00000102967
AANAT	15		K7ERF6	ENSG00000129673
AANAT	15		K7ESH7	ENSG00000129673
QARS1	5859		A0A1B0GTT3	ENSG00000172053
RASA4	10156		H0YB35	ENSG00000105808
RASA4	10156		H0YBU2	ENSG00000105808
LYRM9	201229	A8MSI8		ENSG00000232859
RASA4	10156		E5RK78	ENSG00000105808
LRRK2	120892		C9JBF0	ENSG00000188906
LYRM9	201229		D6RAR2	ENSG00000232859
RASA4	10156		E5RGQ8	ENSG00000105808
LYRM9	201229		D6RFL2	ENSG00000232859
RASA4	10156		E5RID2	ENSG00000105808
LYRM9	201229		J3QLB4	ENSG00000232859
TXNL4B	54957		H3BN11	ENSG00000140830
LRRK2	120892		A0A7P0Z468	ENSG00000188906
RBBP4	5928	Q09028		ENSG00000162521
FRMD1	79981		H0Y9A3	ENSG00000153303
TXNL4B	54957	Q9NX01		ENSG00000140830
LRRK2	120892	Q5S007		ENSG00000188906
TXNL4B	54957		H3BQ09	ENSG00000140830
TXNL4B	54957		H3BUL8	ENSG00000140830
ZNF652	22834		D6RF85	ENSG00000198740
FRMD1	79981		A0A2R8Y6M2	ENSG00000153303
LRRK2	120892		E9PC85	ENSG00000188906
FRMD1	79981		A0A2R8Y579	ENSG00000153303
CYP51A1	1595			ENSG00000001630
LRRK2	120892		A0A7P0T8S1	ENSG00000188906
FRMD1	79981		D6RB43	ENSG00000153303
CYP51A1	1595		A0A0C4DFL7	ENSG00000001630
LRRK2	120892		A0A2R8Y4F8	ENSG00000188906
RBBP4	5928		E9PNS2	ENSG00000162521
CYP51A1	1595	Q16850		ENSG00000001630
ZNF652	22834	Q9Y2D9		ENSG00000198740
CCR6	1235	P51684		ENSG00000112486
LRRK2	120892		H7C3B6	ENSG00000188906
CYP51A1	1595		H7C0D0	ENSG00000001630
DHX38	9785		H3BQT9	ENSG00000140829
LRRK2	120892		A0A7P0Z4D9	ENSG00000188906
ARHGEF35	445328	A5YM69		ENSG00000213214
LRRK2	120892		A0A7P0TB00	ENSG00000188906
ARHGEF35	445328			ENSG00000213214
LRRK2	120892		A0A7P0T8T1	ENSG00000188906
LRRK2	120892		A0A7P0T8T5	ENSG00000188906
LRRK2	120892		A0A7P0T9F8	ENSG00000188906
LRRK2	120892		A0A7P0TAW6	ENSG00000188906
RBBP4	5928		E9PIC4	ENSG00000162521
WDR81	124997		C9JCF9	ENSG00000167716
DHX38	9785		J3KRT1	ENSG00000140829
LRRK2	120892		A0A7P0TAJ2	ENSG00000188906
LRRK2	120892		A0A1B0GUQ3	ENSG00000188906
ABCC8	6833		A0A2R8Y4V0	ENSG00000006071
RBBP4	5928		E9PNS6	ENSG00000162521
WDR81	124997		I3L3U7	ENSG00000167716
ZNF226	7769		K7ESM6	ENSG00000167380
ZNF226	7769		K7EK05	ENSG00000167380
RBBP4	5928		E9PND5	ENSG00000162521
RBBP4	5928		C9JPP3	ENSG00000162521
RBBP4	5928		H0YF10	ENSG00000162521
ZNF226	7769		K7EKQ6	ENSG00000167380
ZNF226	7769	Q9NYT6	A0A024R0P4	ENSG00000167380
RBBP4	5928		H0YDK2	ENSG00000162521
RBBP4	5928		H0YCT5	ENSG00000162521
RBBP4	5928		H0YEU5	ENSG00000162521
RGS12	6002	O14924		ENSG00000159788
ZNF226	7769		K7EL77	ENSG00000167380
ZNF226	7769		K7ELA3	ENSG00000167380
ZNF226	7769	Q9NYT6		ENSG00000167380
WDR81	124997	Q562E7		ENSG00000167716
GIGYF2	26058		A0A7I2YQP8	ENSG00000204120
SYNC	81493	Q9H7C4		ENSG00000162520
ZNF226	7769		K7EJ66	ENSG00000167380
SYNC	81493		C9JSS1	ENSG00000162520
ZNF226	7769		K7ERY1	ENSG00000167380
SYNC	81493		C9JTN4	ENSG00000162520
ZNF226	7769		K7EPU4	ENSG00000167380
ZNF226	7769		K7ELM4	ENSG00000167380
GIGYF2	26058		C9JC65	ENSG00000204120
WDR81	124997		E9PDG3	ENSG00000167716
ZNF226	7769		K7EQC3	ENSG00000167380
WDR81	124997		C9JD20	ENSG00000167716
WDR81	124997		I3L1G2	ENSG00000167716
ZNF227	7770	Q86WZ6		ENSG00000131115
WDR81	124997		K7ELV8	ENSG00000167716
RGS12	6002		E9PBG5	ENSG00000159788
KIAA1522	57648	Q9P206		ENSG00000162522
DHX38	9785	Q92620		ENSG00000140829
DHX38	9785		H3BV01	ENSG00000140829
ZNF227	7770		K7EPR2	ENSG00000131115
ZNF227	7770		K7EIR9	ENSG00000131115
ZNF227	7770		K7EJ92	ENSG00000131115
ABCC8	6833		A0A2R8Y7I1	ENSG00000006071
S100PBP	64766		E9PMK1	ENSG00000116497
DHX38	9785		J3KTG2	ENSG00000140829
ABCC8	6833		H0YEA9	ENSG00000006071
DHX38	9785		J3KSA8	ENSG00000140829
ABCC8	6833		H0YDH8	ENSG00000006071
ZNF227	7770		K7ELS1	ENSG00000131115
ZNF227	7770		K7EIL7	ENSG00000131115
DHX38	9785		H3BMS7	ENSG00000140829
S100PBP	64766	Q96BU1	A0A0S2Z5M0	ENSG00000116497
S100PBP	64766		E9PIZ7	ENSG00000116497
S100PBP	64766		E9PIY5	ENSG00000116497
ZNF233	353355		K7ER86	ENSG00000159915
S100PBP	64766		E9PSA0	ENSG00000116497
S100PBP	64766		E9PL86	ENSG00000116497
ZNF233	353355		K7EN46	ENSG00000159915
RGS12	6002		A0A2R8YCJ1	ENSG00000159788
S100PBP	64766			ENSG00000116497
ZNF233	353355			ENSG00000159915
ZNF233	353355		K7EJE5	ENSG00000159915
ZNF233	353355	A6NK53		ENSG00000159915
ZNF233	353355		K7EJT0	ENSG00000159915
ABCC8	6833	Q09428		ENSG00000006071
KLK9	284366	Q9UKQ9	Q2XQG6	ENSG00000213022
KLK9	284366	Q9UKQ9		ENSG00000213022
FNDC5	252995	Q8NAU1	A0A0A0MRR6	ENSG00000160097
FNDC5	252995		A0A3B3ITP1	ENSG00000160097
ABCC8	6833		A0A2R8YDB5	ENSG00000006071
FNDC5	252995	Q8NAU1		ENSG00000160097
ABCC8	6833		A0A2R8Y475	ENSG00000006071
KLK10	5655	O43240		ENSG00000129451
MPP3	4356		D3DX46	ENSG00000161647
KLK10	5655		M0R2S4	ENSG00000129451
HPCA	3208	P84074		ENSG00000121905
KLK10	5655		M0R132	ENSG00000129451
ABCC8	6833			ENSG00000006071
MPP3	4356		A0A0C4DGP3	ENSG00000161647
MPP3	4356	Q13368		ENSG00000161647
TMEM54	113452	Q969K7		ENSG00000121900
ABCC8	6833		A0A2R8YCG4	ENSG00000006071
MPP3	4356		K7EPM7	ENSG00000161647
KLK11	11012		M0R151	ENSG00000167757
SLC6A15	55117	Q9H2J7		ENSG00000072041
SLC6A15	55117		A0A7P0TAT1	ENSG00000072041
KLK11	11012	Q9UBX7	A0A1R3UDR5	ENSG00000167757
SLC6A15	55117		A0A7P0TB74	ENSG00000072041
SLC6A15	55117		A0A7P0T9Z9	ENSG00000072041
UFC1	51506	Q9Y3C8		ENSG00000143222
SLC6A15	55117		A0A7P0T8B7	ENSG00000072041
SLC6A15	55117		A0A7P0TB05	ENSG00000072041
KLK11	11012	Q9UBX7		ENSG00000167757
SLC6A15	55117		A0A7P0T9P8	ENSG00000072041
KLK11	11012		M0QYW4	ENSG00000167757
RAPGEF2	9693		A0A2R8YGD3	ENSG00000109756
SLC6A15	55117		A0A7P0T8I1	ENSG00000072041
KLK11	11012		A0A0A0MR55	ENSG00000167757
RAPGEF2	9693			ENSG00000109756
SLC6A15	55117		F8WJN6	ENSG00000072041
SLC6A15	55117		A0A7P0TBL2	ENSG00000072041
RAPGEF2	9693		A0A2R8Y661	ENSG00000109756
KLK11	11012		M0QZI8	ENSG00000167757
SLC6A15	55117		A0A7P0T826	ENSG00000072041
SLC6A15	55117		A0A7P0T9G8	ENSG00000072041
KLK11	11012		M0QZV0	ENSG00000167757
RAPGEF2	9693		D6RAK0	ENSG00000109756
RAPGEF2	9693	Q9Y4G8		ENSG00000109756
CDH16	1014	O75309		ENSG00000166589
RAPGEF2	9693		D6RC78	ENSG00000109756
SLC6A15	55117		A0A7P0Z4M4	ENSG00000072041
SLC6A15	55117		A0A7P0Z4F0	ENSG00000072041
SLC6A15	55117		A0A7P0TAZ8	ENSG00000072041
PPOX	5498		A0A494C0M9	ENSG00000143224
KLK12	43849	Q9UKR0	A0A024R4M4	ENSG00000186474
SLC6A15	55117		A0A7P0TA72	ENSG00000072041
ABCC8	6833		A0A2R8YHG6	ENSG00000006071
SLC6A15	55117		F8VSG1	ENSG00000072041
CDH16	1014		H3BSG2	ENSG00000166589
ABCC8	6833		A0A2R8Y4Z4	ENSG00000006071
ABCC8	6833		A0A2R8YDG0	ENSG00000006071
ABCC8	6833		A0A2R8YD94	ENSG00000006071
CDH16	1014		A0A0B4J288	ENSG00000166589
KLK12	43849		E9PPC6	ENSG00000186474
KLK12	43849		A0A024R4M4	ENSG00000186474
ABCC8	6833		A0A2R8Y5D8	ENSG00000006071
CDH16	1014		H3BSV3	ENSG00000166589
CDH16	1014		I3L418	ENSG00000166589
CDH16	1014		J3QLA1	ENSG00000166589
ABCC8	6833		A0A2R8Y6I7	ENSG00000006071
KLK12	43849	Q9UKR0		ENSG00000186474
KLK12	43849		E9PR22	ENSG00000186474
ABCC8	6833		A0A2R8Y6Q0	ENSG00000006071
PTPRQ	374462		F8W122	ENSG00000139304
PPOX	5498	P50336		ENSG00000143224
RRAD	6236	P55042	A0A024R6X0	ENSG00000166592
PTPRQ	374462		F8VXI2	ENSG00000139304
ABCC8	6833		A0A2R8Y5V4	ENSG00000006071
PTPRQ	374462		F8VW52	ENSG00000139304
ABCC8	6833		A0A2R8YDG6	ENSG00000006071
PPOX	5498		A0A1W2PPA5	ENSG00000143224
RRAD	6236		J3KRG9	ENSG00000166592
ABCC8	6833		A0A2R8Y3M7	ENSG00000006071
RRAD	6236		J3KSM6	ENSG00000166592
PPOX	5498		A0A1W2PRF9	ENSG00000143224
ABCC8	6833		A0A2R8YFB3	ENSG00000006071
SPINK6	404203		D6RGX9	ENSG00000178172
PPOX	5498		A0A494C0L4	ENSG00000143224
ABCC8	6833		A0A2R8YDX3	ENSG00000006071
PPOX	5498		F5H1I5	ENSG00000143224
PPOX	5498		A0A494C146	ENSG00000143224
