Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name
WBGene00021354	171773		Q8IA95	fpn-1.1
WBGene00021355	171775		H2L0N9	Y37E3.17
WBGene00021355	171775		Q6AW03	Y37E3.17
WBGene00021355	171775		A0A486WV52	Y37E3.17
WBGene00021355	171775		A0A486WWC6	Y37E3.17
WBGene00021357	177132		Q9N441	Y37E11AL.1
WBGene00021358	177131		Q9N443	Y37E11AL.2
WBGene00021358	177131		U4PBI4	Y37E11AL.2
WBGene00021359	177130		H2KZH7	Y37E11AL.3
WBGene00021362	189621		U4PBW3	fmil-1
WBGene00021362	189621		U4PMB9	fmil-1
WBGene00021362	189621		U4PRL9	fmil-1
WBGene00021363	177129		Q965Y0	taf-6.2
WBGene00021364	189622		Q9N442	Y37E11AL.9
WBGene00021365	177135		U4PRA5	smgl-2
WBGene00021365	177135		U4PEF8	smgl-2
WBGene00021366	177134		Q9N439	Y37E11AM.2
WBGene00021366	177134		Q9N439	Y37E11AM.2
WBGene00021366	177134		U4PB79	Y37E11AM.2
WBGene00021367	36805052		U4PBL3	Y37E11AM.3
WBGene00021367	36805052		U4PM16	Y37E11AM.3
WBGene00021368	189623		Q965X4	best-20
WBGene00021369	177138	Q965X6		siah-1
WBGene00021370	177136	Q965X9		nape-2
WBGene00021370	177136	Q965X9		nape-2
WBGene00021370	177136	Q965X9		nape-2
WBGene00021370	177136	Q965X9		nape-2
WBGene00021370	177136	Q965X9		nape-2
WBGene00021370	177136	Q965X9		nape-2
WBGene00021371	177137	Q965X7		nape-1
WBGene00021372	177139		Q965X5	ugt-45
WBGene00021372	177139		U4PLL6	ugt-45
WBGene00021373	3564985		Q86FM3	Y37E11AR.7
WBGene00021374	177118		Q9TYN5	Y37E11B.1
WBGene00021374	177118		H2KY65	Y37E11B.1
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021375	189624		Q9TYN6	Y37E11B.2
WBGene00021376	177119		Q9TYN4	blos-7
WBGene00021376	177119		U4PN06	blos-7
WBGene00021377	177120		Q9TYN2	Y37E11B.5
WBGene00021378	189625		Q9TYN1	Y37E11B.6
WBGene00021379	177121		Q9TYN0	Y37E11B.7
WBGene00021379	177121		U4PSA6	Y37E11B.7
WBGene00021381	24105065		Q9TYM8	Y37E11B.10
WBGene00021381	24105065		H2KY66	Y37E11B.10
WBGene00021382	260017		Q95XA0	Y37F4.1
WBGene00021382	260017		Q95XA0	Y37F4.1
WBGene00021382	260017		Q95XA0	Y37F4.1
WBGene00021383	260018		Q95XA1	Y37F4.2
WBGene00021384	260019		Q95XA3	Y37F4.3
WBGene00021385	260020		Q95XA2	Y37F4.4
WBGene00021386	246002		Q75KS2	Y37F4.5
WBGene00021386	246002		Q75KS2	Y37F4.5
WBGene00021387	259399		A4GZJ4	Y37F4.6
WBGene00021388	259398		Q75KS1	Y37F4.7
WBGene00021389	178994		Q9UAX6	Y38A10A.2
WBGene00021390	178995		Q9UAX8	fbxa-214
WBGene00021391	178996			smut-1
WBGene00021392	260224		Q95X11	Y38A10A.7
WBGene00021394	176836		H2KZW7	Y38C1AA.1
WBGene00021394	176836		Q8MXT2	Y38C1AA.1
WBGene00021394	176836		H2KZW8	Y38C1AA.1
WBGene00021394	176836		H2KZX0	Y38C1AA.1
WBGene00021395	176833		Q9N426	pnc-1
WBGene00021395	176833		A7WK39	pnc-1
WBGene00021395	176833		A7WK39	pnc-1
WBGene00021396	176831		H2KZW9	cutl-24
WBGene00021396	176831		Q688Z8	cutl-24
WBGene00021397	189640		Q9N430	Y38C1AA.6
WBGene00021398	176830		Q9N431	Y38C1AA.7
WBGene00021400	189642		Q9N432	Y38C1AA.9
WBGene00021401	176837		Q8MXT1	prdx-6
WBGene00021402	259547		U4PLN7	Y38C1AA.12
WBGene00021402	259547		U4PQZ4	Y38C1AA.12
WBGene00021403	176823		G5ECT3	Y38C1AB.1
WBGene00021404	176820		G5EE29	trpl-3
WBGene00021405	189645		G5ECN7	Y38C1AB.3
WBGene00021406	176821		A0A4V0IJV5	frm-5.2
WBGene00021406	176821		A0A4V0IJR4	frm-5.2
WBGene00021406	176821		A0A4V0IK98	frm-5.2
WBGene00021406	176821		A0A4V0IMZ6	frm-5.2
WBGene00021407	176819		G5ECT3	Y38C1AB.5
WBGene00021408	189646		G5EE29	trpl-4
WBGene00021409	189647		G5ECN7	Y38C1AB.7
WBGene00021410	189648		Q9N529	Y38C1BA.1
WBGene00021412	189649		Q9N525	cyp-29A3
WBGene00021413	189650		Q9N526	srt-52
WBGene00021414	189651		Q9N524	Y38C9B.3
WBGene00021415	177019		Q9N419	nsy-4
WBGene00021415	177019		Q9N419	nsy-4
WBGene00021415	177019		Q9N419	nsy-4
WBGene00021416	189676		Q9N423	mksr-2
WBGene00021417	189677		Q9N418	nhr-236
WBGene00021419	177029		Q95XS0	eri-5
WBGene00021419	177029		U4PMJ7	eri-5
WBGene00021420	177028		Q95XS1	trap-3
WBGene00021421	177026		Q95XS3	Y38F2AR.3
WBGene00021421	177026		I2HAE1	Y38F2AR.3
WBGene00021421	177026		U4PRW2	Y38F2AR.3
WBGene00021421	177026		U4PF08	Y38F2AR.3
WBGene00021423	177024		U4PBT1	tftc-1
WBGene00021423	177024		U4PC56	tftc-1
WBGene00021425	177021		G5EDB6	ppgn-1
WBGene00021425	177021		G5EDB6	ppgn-1
WBGene00021427	177027		Q95XS2	sec-61.B
WBGene00021428	177030		Q95XR9	Y38F2AR.10
WBGene00021430	189679		A0A9S2	Y38F2AR.12
WBGene00021430	189679		Q86FM9	Y38F2AR.12
WBGene00021430	189679		U4PMK1	Y38F2AR.12
WBGene00021433	189718		Q9N522	Y39A3A.2
WBGene00021434	189719		Q9N521	Y39A3A.3
WBGene00021435	189720		Q9N520	Y39A3A.4
WBGene00021435	189720		Q9N520	Y39A3A.4
WBGene00021436	189721		Q9N516	Y39A3B.1
WBGene00021437	189722		Q9N517	lgc-42
WBGene00021439	175341		G5ECU0	ckr-2
WBGene00021439	175341		G4SNR2	ckr-2
WBGene00021439	175341		G4SNP8	ckr-2
WBGene00021439	175341		B2L044	ckr-2
WBGene00021439	175341		B2L045	ckr-2
WBGene00021440	175329		Q9N412	Y39A3CL.1
WBGene00021441	189725		Q9N416	Y39A3CL.3
WBGene00021442	175325		Q965X3	Y39A3CL.4
WBGene00021442	175325		H2L0P9	Y39A3CL.4
WBGene00021442	175325		G4SRU7	Y39A3CL.4
WBGene00021443	175328		Q965X1	Y39A3CL.7
WBGene00021443	175328		Q65XX5	Y39A3CL.7
WBGene00021444	175332		H2KYB6	ttc-7
WBGene00021444	175332		F8WU09	ttc-7
WBGene00021446	189728		Q9N410	hlh-33
WBGene00021448	178565		H2KYC1	Y39D8A.1
WBGene00021448	178565		H2KYC3	Y39D8A.1
WBGene00021449	189750		A0A0K3ASF2	mltn-7
WBGene00021449	189750		A0A0K3AW06	mltn-7
WBGene00021450	13211336		G4SQS3	mltn-6
WBGene00021451	189752		Q9N511	mltn-8
WBGene00021452	173464		Q9TYP0	Y39F10A.1
WBGene00021454	189759		Q9TYN8	Y39F10A.3
WBGene00021456	173462		B2FD95	rfip-2
WBGene00021456	173462		B2FD96	rfip-2
WBGene00021457	189761		G4SN17	Y39F10C.1
WBGene00021457	189761		A0A0M7RF59	Y39F10C.1
WBGene00021457	189761		A0A0M7REM9	Y39F10C.1
WBGene00021458	171783		Q9N402	Y39G10AL.1
WBGene00021458	171783		X5LXA7	Y39G10AL.1
WBGene00021460	171798	Q95XP9		zwl-1
WBGene00021460	171798	Q95XP9		zwl-1
WBGene00021460	171798	Q95XP9		zwl-1
WBGene00021460	171798	Q95XP9		zwl-1
WBGene00021461	189769		A0A061AD48	nekl-1
WBGene00021461	189769		A0A061AJL2	nekl-1
WBGene00021463	189770		Q95XQ4	zeel-1
WBGene00021464	189771		Q86S61	ugt-31
WBGene00021465	189772		Q95XQ9	ekl-7
WBGene00021465	189772		X5M5Y4	ekl-7
WBGene00021466	171792		Q95XR0	eif-2gamma
WBGene00021467	171789		G4SF15	Y39G10AR.9
WBGene00021467	171789		Q95XR3	Y39G10AR.9
WBGene00021468	171787	Q95XR4		epg-2
WBGene00021469	171785		Q95XR6	Y39G10AR.11
WBGene00021470	171786		G5EDE7	tpxl-1
WBGene00021470	171786		Q8WSN6	tpxl-1
WBGene00021471	171794		Q95XQ7	Y39G10AR.15
WBGene00021472	171795		Q95XQ6	Y39G10AR.16
WBGene00021473	189773	Q95XQ1		sydn-1
WBGene00021474	171797	Q6AW06		dot-1.1
WBGene00021474	171797	Q6AW06		dot-1.1
WBGene00021474	171797	Q6AW06		dot-1.1
WBGene00021474	171797	Q6AW06		dot-1.1
WBGene00021475	171791		Q95XR1	tbca-1
WBGene00021476	171790	Q95XR2		nsun-4
WBGene00021476	171790	Q95XR2		nsun-4
WBGene00021476	171790	Q95XR2		nsun-4
WBGene00021477	260292		G5ECV4	srbc-64
WBGene00021478	178793		Q9N3Z1	Y39H10A.1
WBGene00021479	178792		Q9N3Z2	oac-55
WBGene00021479	178792		A0A164D3K0	oac-55
WBGene00021479	178792		A0A168HAD6	oac-55
WBGene00021482	178791		Q965W8	Y39H10A.6
WBGene00021482	178791		A0A163UTK6	Y39H10A.6
WBGene00021482	178791		A0A168HAJ0	Y39H10A.6
WBGene00021484	189777		Q8IU11	Y40A1A.2
WBGene00021485	180511		Q86N74	Y40A1A.3
WBGene00021486	178686	Q965W1		lbp-9
WBGene00021486	178686		Q3LFN1	lbp-9
WBGene00021487	189785		Q965W3	comt-3
WBGene00021487	189785		A0A0K3AT05	comt-3
WBGene00021488	189786		Q965W7	srab-23
WBGene00021488	189786		A0A0K3AVA4	srab-23
WBGene00021490	189788		A0A0K3ASF6	Y40B10A.5
WBGene00021490	189788		A0A0K3AW13	Y40B10A.5
WBGene00021490	189788		A0A0K3AYA0	Y40B10A.5
WBGene00021490	189788		A0A0K3AT08	Y40B10A.5
WBGene00021491	189789		Q965W4	comt-4
WBGene00021492	178684		Q8WTM3	comt-5
WBGene00021493	178687		Q965W0	Y40B10A.9
WBGene00021493	178687		A0A0K3ASG0	Y40B10A.9
WBGene00021494	189790		Q9UAX2	Y40B10B.1
WBGene00021495	189791		Q9N3Z0	sqst-2
WBGene00021496	177507		H2L029	daf-42
WBGene00021496	177507		D0G914	daf-42
WBGene00021496	177507		W6RTK4	daf-42
WBGene00021496	177507		W6SBF1	daf-42
WBGene00021496	177507		W6RR12	daf-42
WBGene00021496	177507		W6RY60	daf-42
WBGene00021496	177507		W6RRZ4	daf-42
WBGene00021496	177507		W6RTK8	daf-42
WBGene00021496	177507		W6SBG0	daf-42
WBGene00021496	177507		W6RR15	daf-42
WBGene00021496	177507		W6RY65	daf-42
WBGene00021496	177507		W6RRZ7	daf-42
WBGene00021496	177507		W6RTL3	daf-42
WBGene00021496	177507		W6SBH5	daf-42
WBGene00021496	177507		W6RR18	daf-42
WBGene00021496	177507		W6RY69	daf-42
WBGene00021496	177507		W6RS00	daf-42
WBGene00021497	177508		Q9N3Y7	Y40C5A.4
WBGene00021497	177508		Q9N3Y7	Y40C5A.4
WBGene00021497	177508		Q9N3Y7	Y40C5A.4
WBGene00021497	177508		Q8WTM2	Y40C5A.4
WBGene00021497	177508		Q8WTM2	Y40C5A.4
WBGene00021497	177508		W6RTL8	Y40C5A.4
WBGene00021500	189796		Q9N509	Y40C7B.4
WBGene00021502	182563		O76726	Y40D12A.1
WBGene00021502	182563		Q8I931	Y40D12A.1
WBGene00021503	175938		O76725	ctsa-4.2
WBGene00021504	176986		Q95Y21	Y41D4A.1
WBGene00021505	176984		Q8WTM1	Y41D4A.3
WBGene00021506	176983		Q95Y24	Y41D4A.4
WBGene00021506	176983		U4PBU4	Y41D4A.4
WBGene00021506	176983		U4PC73	Y41D4A.4
WBGene00021506	176983		U4PML6	Y41D4A.4
WBGene00021506	176983		U4PRX8	Y41D4A.4
WBGene00021507	176981		Q95Y26	ptpn-22
WBGene00021507	176981		Q95Y26	ptpn-22
WBGene00021507	176981		Q95Y26	ptpn-22
WBGene00021508	176982		Q95Y25	Y41D4A.6
WBGene00021508	176982		U4PF27	Y41D4A.6
WBGene00021508	176982		U4PBV0	Y41D4A.6
WBGene00021508	176982		U4PC78	Y41D4A.6
WBGene00021508	176982		U4PMM1	Y41D4A.6
WBGene00021508	176982		U4PRY3	Y41D4A.6
WBGene00021509	189816		U4PF33	Y41D4A.7
WBGene00021509	189816		U4PBV4	Y41D4A.7
WBGene00021510	189817		U4PC84	frpr-19
WBGene00021510	189817		U4PMM5	frpr-19
WBGene00021511	189818		Q95Y02	Y41D4B.1
WBGene00021512	176976		Q8WSN7	Y41D4B.4
WBGene00021512	176976		I2HAK2	Y41D4B.4
WBGene00021513	176974		Q95Y06	Y41D4B.6
WBGene00021513	176974		A0A3B1DQC8	Y41D4B.6
WBGene00021514	3565515		Q95Y11	Y41D4B.11
WBGene00021514	3565515		U4PC39	Y41D4B.11
WBGene00021515	176969	Q95Y12		set-23
WBGene00021515	176969	Q95Y12		set-23
WBGene00021515	176969	Q95Y12		set-23
WBGene00021516	176967		Q95Y14	Y41D4B.14
WBGene00021517	189822		Q95Y16	Y41D4B.15
WBGene00021518	176965		Q95Y17	hpo-6
WBGene00021519	176964		Q95Y18	Y41D4B.17
WBGene00021522	189825		Q95Y05	nhr-274
WBGene00021522	189825		U4PEZ8	nhr-274
WBGene00021522	189825		U4PBS1	nhr-274
WBGene00021522	189825		U4PC44	nhr-274
WBGene00021524	189828		A2V8C4	Y41D4B.24
WBGene00021525	176973		Q8WSN8	cpg-24
WBGene00021526	180584		Q9N500	Y41G9A.2
WBGene00021527	189836		Q9N501	aakg-3
WBGene00021528	189837	H2L0Q3		gbb-1
WBGene00021528	189837	H2L0Q3		gbb-1
WBGene00021528	189837	H2L0Q3		gbb-1
WBGene00021528	189837		A0A0K3ATD8	gbb-1
WBGene00021528	189837	H2L0Q3		gbb-1
WBGene00021529	189838		H2L0Q2	Y41G9A.5
WBGene00021529	189838		B7CED6	Y41G9A.5
WBGene00021530	180586		Q9N4Z8	Y41G9A.6
WBGene00021531	175867		Q9N4Z2	Y42G9A.1
WBGene00021532	175866		Q9N4Z4	Y42G9A.2
WBGene00021533	175865		Q9N4Z5	Y42G9A.3
WBGene00021533	175865		Q86DD0	Y42G9A.3
WBGene00021534	175863		Q9N4Z7	mvk-1
WBGene00021534	175863		Q65XX9	mvk-1
WBGene00021534	175863		Q65XX9	mvk-1
WBGene00021534	175863		Q65XX8	mvk-1
WBGene00021534	175863		Q65XX8	mvk-1
WBGene00021534	175863		Q65XY0	mvk-1
WBGene00021535	175864		H2L028	wht-7
WBGene00021535	175864		A0A9R9	wht-7
WBGene00021536	177604		Q9N3Y1	Y42H9AR.1
WBGene00021536	177604		Q9N3Y1	Y42H9AR.1
WBGene00021537	189842		Q9N3Y5	Y42H9AR.2
WBGene00021538	177603		Q9N3Y4	rabs-5
WBGene00021538	177603		W6SBE5	rabs-5
WBGene00021539	3565368		Q9N3Y3	Y42H9AR.4
WBGene00021540	259581		Q95XZ8	Y42H9AR.5
WBGene00021541	189844		Q9N3X7	Y42H9B.3
WBGene00021542	177479		Q965V6	Y43B11AL.1
WBGene00021543	189846		Q9N3X4	Y43B11AR.1
WBGene00021544	177480		Q9N3X3	Y43B11AR.3
WBGene00021545	173408		Q8IAA7	Y43H11AL.1
WBGene00021545	173408		Q8IAA7	Y43H11AL.1
WBGene00021545	173408		Q8IAA7	Y43H11AL.1
WBGene00021545	173408		Q8IAA7	Y43H11AL.1
WBGene00021545	173408		H2L057	Y43H11AL.1
WBGene00021545	173408		A0A0K3AR60	Y43H11AL.1
WBGene00021545	173408		A0A0K3AUR6	Y43H11AL.1
WBGene00021545	173408		A0A0K3AX31	Y43H11AL.1
WBGene00021546	3565323	Q95XZ6		laat-1
WBGene00021546	3565323		A0A0K3ARR4	laat-1
WBGene00021547	189904		Q9TXZ1	Y44E3A.1
WBGene00021547	189904		A0A0K3AWP2	Y44E3A.1
WBGene00021547	189904		A0A0K3ARC6	Y44E3A.1
WBGene00021548	189905		Q9TXY8	trx-4
WBGene00021549	171906		Q6A573	cdap-2
WBGene00021551	171907		Q8ITV7	edc-4
WBGene00021551	171907		Q8ITV7	edc-4
WBGene00021551	171907		Q8ITV6	edc-4
WBGene00021552	171900	H2L0N3		zip-4
WBGene00021552	171900	H2L0N3		zip-4
WBGene00021552	171900	H2L0N3		zip-4
WBGene00021552	171900	H2L0N3		zip-4
WBGene00021552	171900	H2L0N3		zip-4
WBGene00021553	189907		O76708	tyr-5
WBGene00021554	178814		H2L0K4	Y45G5AL.1
WBGene00021554	178814		Q8WTM0	Y45G5AL.1
WBGene00021555	178819	Q9GUI6		pid-5
WBGene00021555	178819	Q9GUI6		pid-5
WBGene00021555	178819	Q9GUI6		pid-5
WBGene00021556	189928		Q9GUI8	Y45G5AM.3
WBGene00021556	189928		Q9GUI8	Y45G5AM.3
WBGene00021557	178816		Q9GUJ1	Y45G5AM.5
WBGene00021558	178815		Q9GUJ2	Y45G5AM.6
WBGene00021558	178815		A0A168HB31	Y45G5AM.6
WBGene00021559	178817		Q95XJ5	Y45G5AM.7
WBGene00021559	178817		A0A164D3L1	Y45G5AM.7
WBGene00021560	178818		Q95XJ4	coh-4
WBGene00021560	178818		A0A168HB71	coh-4
WBGene00021560	178818		A0A163UTM2	coh-4
WBGene00021561	178820		Q9GUI5	Y45G5AM.9
WBGene00021561	178820		H2L0Q4	Y45G5AM.9
WBGene00021561	178820		H2L0Q4	Y45G5AM.9
WBGene00021561	178820		G4SRZ6	Y45G5AM.9
WBGene00021561	178820		A0A168HBA5	Y45G5AM.9
WBGene00021562	178735		Q9N4Y8	nuo-5
WBGene00021563	178734	Q9N4Y9		Y45G12B.2
WBGene00021563	178734	Q9N4Y9		Y45G12B.2
WBGene00021563	178734		A0A0M9JJ80	Y45G12B.2
WBGene00021564	178733	Q9N4Z0		Y45G12B.3
WBGene00021564	178733	Q9N4Z0		Y45G12B.3
WBGene00021564	178733		A0A0M7RE22	Y45G12B.3
WBGene00021565	189931		Q9N4X7	Y45G12C.1
WBGene00021566	189932		G5ECL9	Y45G12C.3
WBGene00021567	189933		Q9N4Y2	Y45G12C.4
WBGene00021568	189934		G5EF36	srt-2
WBGene00021569	189935		Q9UAU8	Y45G12C.6
WBGene00021570	178724		G5EF74	srd-73
WBGene00021571	189936		G5EGF9	srbc-81
WBGene00021572	189937		G5EG08	srd-72
WBGene00021572	189937		A0A0M7REE8	srd-72
WBGene00021572	189937		A0A0M7REN4	srd-72
WBGene00021573	189938		Q9N4Y5	Y45G12C.10
WBGene00021576	173467		Q9N4X2	fbxc-51
WBGene00021578	189942		Q9N4X3	Y46B2A.3
WBGene00021579	177153		Q9N3W2	clec-73
WBGene00021580	189943		Q9N3W8	clec-174
WBGene00021581	189944		Q9N3X0	clec-70
WBGene00021582	189945		Q9N3W9	clec-71
WBGene00021583	177152		Q9N3W5	clec-72
WBGene00021585	189948		Q9N3W1	clec-74
WBGene00021586	189949		A0A2C9C3D7	clec-75
WBGene00021587	189950		Q9N3V9	clec-76
WBGene00021589	189951		Q9N4X0	Y46D2A.1
WBGene00021589	189951		Q9N4X0	Y46D2A.1
WBGene00021589	189951		Q9N4X0	Y46D2A.1
WBGene00021590	189952		Q9N4X1	Y46D2A.2
WBGene00021591	189953		H2KZR9	Y46D2A.3
WBGene00021592	189954		Q9N3V7	Y46E12A.2
WBGene00021593	175323		Q9N3V8	Y46E12A.3
WBGene00021594	266879		Q965N9	tig-3
WBGene00021595	266878		Q965N8	Y46E12BL.2
WBGene00021595	266878		Q965N8	Y46E12BL.2
WBGene00021596	266877		Q965N7	spsb-2
WBGene00021597	266876		Q965N6	spsb-1
WBGene00021597	266876		U4PRE9	spsb-1
WBGene00021597	266876		U4PBC3	spsb-1
WBGene00021597	266876		U4PBQ2	spsb-1
WBGene00021597	266876		U4PEK0	spsb-1
WBGene00021597	266876		U4PBC8	spsb-1
WBGene00021597	266876		U4PBQ5	spsb-1
WBGene00021597	266876		U4PM56	spsb-1
WBGene00021597	266876		A0A5S9MNQ7	spsb-1
WBGene00021599	189961		Q9N4W8	srt-42
WBGene00021599	189961		H2KZZ8	srt-42
WBGene00021600	189962		A0A0K3AYA6	Y46H3A.4
WBGene00021600	189962		A0A0K3AT14	Y46H3A.4
WBGene00021601	189963		E0DBK9	Y46H3A.5
WBGene00021601	189963		A0A0K3AVB2	Y46H3A.5
WBGene00021602	178657		Q9N4W4	clec-205
WBGene00021602	178657		A0A0K3AYB0	clec-205
WBGene00021603	178656		Q9N4W5	clec-204
WBGene00021605	178653		Q9N4W2	Y46H3C.5
WBGene00021607	3565070		Q7KX43	Y46H3C.7
WBGene00021608	178652		Q966B2	Y46H3D.1
WBGene00021609	189969		Q966B5	irld-17
WBGene00021610	189970		Q966B8	nhr-237
WBGene00021610	189970		A0A0K3AW28	nhr-237
WBGene00021611	189971		Q966B7	nhr-238
WBGene00021612	189972		Q966B6	Y46H3D.8
WBGene00021613	178907		Q9BKR2	ttc-37
WBGene00021614	178906		Q9BKR3	Y47A7.2
WBGene00021615	189973		G5EGR7	Y47C4A.1
WBGene00021616	178838		Q9N3V0	Y47D7A.2
WBGene00021617	189981		Q95XZ3	Y47D7A.3
WBGene00021619	189983		Q9N3V2	Y47D7A.6
WBGene00021620	189984		Q9N3V1	Y47D7A.7
WBGene00021621	189985		Q9N3U7	Y47D7A.9
WBGene00021623	189987		Q9N3U4	Y47D7A.11
WBGene00021624	189988		Q9N3U3	Y47D7A.12
WBGene00021625	178841		Q9N3U2	Y47D7A.13
WBGene00021626	178842	G4SDH4		rft-2
WBGene00021626	178842	G4SDH4		rft-2
WBGene00021626	178842	G4SDH4		rft-2
WBGene00021626	178842		A0A168HBC9	rft-2
WBGene00021626	178842		A0A168HBE9	rft-2
WBGene00021627	260235		Q8WTL8	Y47D7A.15
WBGene00021628	172033		Q9N4V3	Y47D9A.1
WBGene00021628	172033		Q9N4V2	Y47D9A.1
WBGene00021629	172032	Q9N4V4		scpl-3
WBGene00021629	172032		A0A1N7SYS7	scpl-3
WBGene00021630	189989		Q9N4V6	Y47D9A.3
WBGene00021631	189990		Q9N4V7	Y47D9A.4
WBGene00021632	172031		Q9N4V5	Y47D9A.5
WBGene00021632	172031		Q9N4V5	Y47D9A.5
WBGene00021633	189991		Q9N3R8	Y47G6A.3
WBGene00021634	171923	Q9N3S2		rde-10
WBGene00021635	189992		Q9N3S5	Y47G6A.5
WBGene00021635	189992		Q8IAA6	Y47G6A.5
WBGene00021636	171920		Q9N3S7	pcaf-1
WBGene00021637	171918		Q9N3S9	Y47G6A.7
WBGene00021637	171918		Q9N3S9	Y47G6A.7
WBGene00021637	171918		Q6AW10	Y47G6A.7
WBGene00021637	171918		Q6AW10	Y47G6A.7
WBGene00021638	171916		Q9N3T3	Y47G6A.9
WBGene00021639	189993		Q9N3T7	Y47G6A.13
WBGene00021640	189994		Q9N3T6	Y47G6A.14
WBGene00021640	189994		Q9N3T6	Y47G6A.14
WBGene00021641	189995		Q65XX4	Y47G6A.15
WBGene00021643	3565260		A2A266	ccep-290
WBGene00021644	171919		Q9N3S8	Y47G6A.18
WBGene00021644	171919		Q9N3S8	Y47G6A.18
WBGene00021645	171921		H2L0D7	Y47G6A.19
WBGene00021645	171921		H2L0D7	Y47G6A.19
WBGene00021645	171921		Q6AW09	Y47G6A.19
WBGene00021645	171921		H2L0D8	Y47G6A.19
WBGene00021646	171924		Q9BL81	Y47G6A.21
WBGene00021647	171925		Q8MXS8	Y47G6A.22
WBGene00021648	171927		Q9N3R7	mis-12
WBGene00021648	171927		H2L0D9	mis-12
WBGene00021649	171928		Q9N3R6	Y47G6A.25
WBGene00021650	171931		Q9N3R3	Y47G6A.26
WBGene00021653	3565592		Q7Z148	Y47G6A.30
WBGene00021654	173614		Q9TZD6	Y47G7B.2
WBGene00021655	176997	Q9TYM6		Y48A5A.1
WBGene00021656	190024		Q9N4V1	Y48D7A.1
WBGene00021657	190030		Q9N3Q5	Y48G1A.1
WBGene00021658	171625		Q9N3Q6	Y48G1A.2
WBGene00021660	171622		Q9N3Q9	nol-14
WBGene00021661	171624	A0SQM0		mbtr-1
WBGene00021661	171624	A0SQM0		mbtr-1
WBGene00021666	3565824		Q688Z7	Y48G1BL.7
WBGene00021667	171615		Q965U6	snpc-3.2
WBGene00021675	24105124		Q9N3P6	Y48G1BR.1
WBGene00021676	171599	Q9N3P1		pid-2
WBGene00021677	171594		Q9BL79	pgs-1
WBGene00021677	171594		V6CIR3	pgs-1
WBGene00021678	171595		Q9BL78	Y48G1C.5
WBGene00021679	171597		Q9N3P2	Y48G1C.6
WBGene00021681	3564797		V6CL97	Y48G1C.8
WBGene00021681	3564797		V6CL71	Y48G1C.8
WBGene00021682	3565103		Q9BL76	natc-3
WBGene00021683	353378		V6CJW9	Y48G1C.10
WBGene00021683	353378		V6CJW9	Y48G1C.10
WBGene00021683	353378		Q8IU06	Y48G1C.10
WBGene00021683	353378		V6CLB2	Y48G1C.10
WBGene00021685	171700		Q9BL11	herc-1
WBGene00021685	171700		Q9BL11	herc-1
WBGene00021685	171700		W6RY72	herc-1
WBGene00021685	171700		W6RS03	herc-1
WBGene00021685	171700		W6RTM2	herc-1
WBGene00021685	171700		W6SBJ0	herc-1
WBGene00021686	171697		Q9BL15	nsun-2
WBGene00021686	171697		V6CLP2	nsun-2
WBGene00021686	171697		V6CLJ9	nsun-2
WBGene00021686	171697		V6CJ77	nsun-2
WBGene00021687	171693		Q9BL18	Y48G8AL.7
WBGene00021689	3565634		V6CKC3	znf-236
WBGene00021689	3565634		V6CLQ3	znf-236
WBGene00021689	3565634		V6CLP6	znf-236
WBGene00021689	3565634		V6CLK2	znf-236
WBGene00021689	3565634		V6CJ81	znf-236
WBGene00021690	171698		Q9BL10	Y48G8AL.12
WBGene00021691	171699		Q9BL09	Y48G8AL.13
WBGene00021691	171699		Q9BL09	Y48G8AL.13
WBGene00021691	171699		Q9BL09	Y48G8AL.13
WBGene00021691	171699		W6RR25	Y48G8AL.13
WBGene00021692	259363		Q7KX00	Y48G8AL.15
WBGene00021693	171702		Q9N3N6	Y48G8AR.2
WBGene00021694	190049		Q9N3N5	Y48G8AR.3
WBGene00021697	190051		B3CJ34	gcn-1
WBGene00021698	175346		Q9BL72	frl-1
WBGene00021698	175346		Q9BL72	frl-1
WBGene00021698	175346		Q9BL72	frl-1
WBGene00021700	190053		Q9N3M7	Y48G9A.6
WBGene00021701	190054		Q9N3M9	Y48G9A.7
WBGene00021701	190054		Q9N3M9	Y48G9A.7
WBGene00021702	175343		H2KZ95	Y48G9A.9
WBGene00021702	175343		Q7YZG5	Y48G9A.9
WBGene00021703	190055		Q9N3N3	cpt-3
WBGene00021704	190056		Q9N3M8	Y48G9A.11
WBGene00021706	190060		Q965T8	srbc-39
WBGene00021707	3565932		Q5FAM6	srbc-38
WBGene00021708	3565631		Q5FAM7	srbc-37
WBGene00021709	178581		H2L0C9	ugt-29
WBGene00021709	178581		H2L0C9	ugt-29
WBGene00021709	178581		H2L0C9	ugt-29
WBGene00021710	190065		Q965T7	cyp-33C11
WBGene00021713	190077		Q9N3L6	Y49F6A.5
WBGene00021714	190078		Q9N4U0	cyh-1
WBGene00021715	173696		Q9N4U1	Y49F6B.2
